"feature","interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue"
"diversity","10.2727272727273","14.9090909090909","32.3218003440538","25.4360140124532","1.27071011708947","0.345634950613081","0.213038452632712","0.213038452632712","1","BO","0.254859611231102","0.434212359785411"
"diversity","14.9090909090909","19.5454545454545","32.8928748249763","26.4456378459735","1.24379207703566","0.314745332332764","0.196007099206398","0.196007099206398","1","BO","0.287257019438445","0.442284617230622"
"diversity","19.5454545454545","24.1818181818182","33.4270747891903","27.4206362528389","1.2190481096415","0.28575506293237","0.179687830126667","0.179687830126667","1","BO","0.323974082073434","0.473727474936333"
"diversity","24.1818181818182","28.8181818181818","33.9189977286747","28.3628367491464","1.19589581354889","0.258091707409236","0.163806755847364","0.163806755847364","1","BO","0.368250539956803","0.517685541678405"
"diversity","28.8181818181818","33.4545454545455","34.3632411354085","29.2728788048627","1.17389346515862","0.231301484886285","0.148133940872666","0.148133940872666","1","BO","0.415766738660907","0.56801934718462"
"diversity","33.4545454545455","38.0909090909091","34.7550274197083","30.1508638747213","1.15270419992335","0.205022344686188","0.132474749318602","0.132474749318602","1","BO","0.490280777537797","0.629888030010231"
"diversity","38.0909090909091","42.7272727272727","35.0957456418261","30.9968934134556","1.13223429114968","0.179172523280567","0.11679057257258","0.11679057257258","1","BO","0.563714902807775","0.692156273067775"
"diversity","42.7272727272727","47.3636363636364","35.391342405467","31.811068875799","1.11254804243286","0.153867636378467","0.101162411096193","0.101162411096193","1","BO","0.644708423326134","0.758502693278514"
"diversity","47.3636363636364","52","35.6460791057931","32.5934917164852","1.09365634758807","0.129159480803185","0.0856359932392067","0.0856359932392067","1","BO","0.699784017278618","0.79857705501207"
"diversity","52","56.6363636363636","35.8635161175678","33.3431146261249","1.0755898637456","0.105128064569561","0.0702775902725344","0.0702775902725344","1","BO","0.745140388768899","0.830788709317048"
"diversity","56.6363636363636","61.2727272727273","36.0420047810536","34.0581474774621","1.05824912540837","0.0816792963392758","0.0550429232680858","0.0550429232680858","1","BO","0.794816414686825","0.856635469162467"
"diversity","61.2727272727273","65.9090909090909","36.1737962976734","34.7385578267463","1.04131543048175","0.0584071493875215","0.0396761915480642","0.0396761915480642","1","BO","0.866090712742981","0.905594649202257"
"diversity","65.9090909090909","70.5454545454545","36.2578064528731","35.3856649674774","1.02464674568635","0.0351266159872022","0.0240538954426063","0.0240538954426063","1","BO","0.915766738660907","0.944993336703276"
"diversity","70.5454545454545","75.1818181818182","36.3005459825502","36.0007881931556","1.00832642296014","0.0119627544641277","0.00825766613920191","0.00825766613920191","1","BO","0.97732181425486","0.987041036717063"
"diversity","75.1818181818182","79.8181818181818","36.3085648846921","36.5852467972806","0.992437336445437","-0.0109520830634724","-0.00756266355456296","0.00756266355456296","-1","non-BO","0.987041036717063","0.987041036717063"
"diversity","79.8181818181818","84.4545454545455","36.2884131572862","37.1403600733525","0.977061425511661","-0.0334788310607539","-0.0229385744883386","0.0229385744883386","-1","non-BO","0.928725701943845","0.948277821984768"
"diversity","84.4545454545455","89.0909090909091","36.2450420517773","37.6674450685226","0.962237868425698","-0.0555345177547699","-0.0377621315743018","0.0377621315743018","-1","non-BO","0.868250539956803","0.905594649202257"
"diversity","89.0909090909091","93.7272727272727","36.1711502097707","38.1618178458724","0.94783614228909","-0.0772904209319405","-0.0521638577109096","0.0521638577109096","-1","non-BO","0.834773218142549","0.889813210547552"
"diversity","93.7272727272727","98.3636363636364","36.0573142699752","38.6135026933879","0.933800659222494","-0.0988134878271922","-0.0661993407775058","0.0661993407775058","-1","non-BO","0.794816414686825","0.856635469162467"
"diversity","98.3636363636364","103","35.9049406620888","39.0189081266518","0.920193372545042","-0.11999102904698","-0.0798066274549585","0.0798066274549585","-1","non-BO","0.754859611231101","0.832061162379737"
"diversity","103","107.636363636364","35.7177337463979","39.3801199262173","0.906999110549149","-0.14082695891522","-0.0930008894508513","0.0930008894508513","-1","non-BO","0.721382289416847","0.813652117132955"
"diversity","107.636363636364","112.272727272727","35.4993978831888","39.6992238726378","0.894208864059336","-0.161316247876117","-0.105791135940664","0.105791135940664","-1","non-BO","0.688984881209503","0.79561349377764"
"diversity","112.272727272727","116.909090909091","35.2536374327476","39.9783057464666","0.881819196048934","-0.181445212010399","-0.118180803951066","0.118180803951066","-1","non-BO","0.64902807775378","0.758502693278514"
"diversity","116.909090909091","121.545454545455","34.983862633829","40.2194513282568","0.869824462504552","-0.20120381188702","-0.130175537495448","0.130175537495448","-1","non-BO","0.606911447084233","0.726795189718156"
"diversity","121.545454545455","126.181818181818","34.6689564786166","40.4247463985618","0.857617166890874","-0.221594310429766","-0.142382833109126","0.142382833109126","-1","non-BO","0.573434125269978","0.695288876889849"
"diversity","126.181818181818","130.818181818182","34.2762955101377","40.5962767379347","0.844321161061269","-0.244136222332164","-0.155678838938731","0.155678838938731","-1","non-BO","0.548596112311015","0.682228498643185"
"diversity","130.818181818182","135.454545454545","33.8032346043632","40.736128126929","0.829809708449372","-0.269147558610759","-0.170190291550628","0.170190291550628","-1","non-BO","0.519438444924406","0.654357521528148"
"diversity","135.454545454545","140.090909090909","33.2643802943266","40.8463863460978","0.814377556253626","-0.296230292717085","-0.185622443746374","0.185622443746374","-1","non-BO","0.493520518358531","0.629888030010231"
"diversity","140.090909090909","144.727272727273","32.674339113061","40.9291371759944","0.798314877065746","-0.32497019808769","-0.201685122934254","0.201685122934254","-1","non-BO","0.465442764578834","0.610107407623606"
