"feature","interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue"
"Neutrophil_perc","10.2727272727273","14.9090909090909","3.91025693112313","47.1551870007416","0.0829231560689525","-3.59208116307201","-0.917076843931048","0.917076843931048","-1","non-BO","0.0120746432491767","0.425905598243688"
"Neutrophil_perc","14.9090909090909","19.5454545454545","4.97236976730509","43.4772398936071","0.114367190269505","-3.1282548646635","-0.885632809730495","0.885632809730495","-1","non-BO","0.0109769484083425","0.425905598243688"
"Neutrophil_perc","19.5454545454545","24.1818181818182","6.00192070240306","39.9753488819174","0.150140545868206","-2.73561446154058","-0.849859454131794","0.849859454131794","-1","non-BO","0.013172338090011","0.425905598243688"
"Neutrophil_perc","24.1818181818182","28.8181818181818","6.99870008231035","36.6153691420669","0.191141049408939","-2.38729045043372","-0.808858950591061","0.808858950591061","-1","non-BO","0.0208562019758507","0.479143798024149"
"Neutrophil_perc","28.8181818181818","33.4545454545455","7.96249825292031","33.4060907542242","0.238354685422551","-2.06881810963316","-0.761645314577449","0.761645314577449","-1","non-BO","0.0362239297475302","0.479143798024149"
"Neutrophil_perc","33.4545454545455","38.0909090909091","8.89268876415753","30.3567845033242","0.292939087905827","-1.77132738488811","-0.707060912094173","0.707060912094173","-1","non-BO","0.0559824368825467","0.479143798024149"
"Neutrophil_perc","38.0909090909091","42.7272727272727","9.78620516274293","27.4842691097448","0.356065687017784","-1.48978468068159","-0.643934312982217","0.643934312982217","-1","non-BO","0.0691547749725576","0.479143798024149"
"Neutrophil_perc","42.7272727272727","47.3636363636364","10.6414693921843","24.7962487954235","0.429156421198206","-1.22042451020311","-0.570843578801794","0.570843578801794","-1","non-BO","0.0987925356750823","0.510460386130303"
"Neutrophil_perc","47.3636363636364","52","11.4611220639067","22.2778796885107","0.514461978615385","-0.95886363640748","-0.485538021384615","0.485538021384615","-1","non-BO","0.181119648737651","0.510460386130303"
"Neutrophil_perc","52","56.6363636363636","12.248510853231","19.9079696473963","0.615256657015901","-0.700739732302472","-0.384743342984099","0.384743342984099","-1","non-BO","0.356750823271131","0.510460386130303"
"Neutrophil_perc","56.6363636363636","61.2727272727273","13.0115875823279","17.6653265304698","0.736560830612727","-0.441123416334613","-0.263439169387273","0.263439169387273","-1","non-BO","0.594950603732162","0.620539877010965"
"Neutrophil_perc","61.2727272727273","65.9090909090909","13.7605191974913","15.528758196121","0.886131332827926","-0.174407559563025","-0.113868667172074","0.113868667172074","-1","non-BO","0.835345773874863","0.844047292352726"
"Neutrophil_perc","65.9090909090909","70.5454545454545","14.4944253732174","13.5209277078461","1.07199932478053","0.100303997086649","0.0671635915398269","0.0671635915398269","1","BO","0.9198682766191","0.9198682766191"
"Neutrophil_perc","70.5454545454545","75.1818181818182","15.2037275398534","11.7104708602002","1.29830198301637","0.376625990985905","0.229763172912453","0.229763172912453","1","BO","0.760702524698134","0.776717314691779"
"Neutrophil_perc","75.1818181818182","79.8181818181818","15.8788071326696","10.1200312322434","1.56904724583044","0.649888794179216","0.362670561605214","0.362670561605214","1","BO","0.649835345773875","0.670574771702828"
"Neutrophil_perc","79.8181818181818","84.4545454545455","16.5100455869362","8.72412498143784","1.89245862731957","0.920261760547425","0.471586862949614","0.471586862949614","1","BO","0.57628979143798","0.60760988879874"
"Neutrophil_perc","84.4545454545455","89.0909090909091","17.0827862382236","7.49725058509548","2.27854011871821","1.1881097726091","0.561122496029365","0.561122496029365","1","BO","0.509330406147091","0.55131113550433"
"Neutrophil_perc","89.0909090909091","93.7272727272727","17.5546897862841","6.41390652052835","2.73697312707918","1.45258126969742","0.634632875965731","0.634632875965731","1","BO","0.461031833150384","0.55131113550433"
"Neutrophil_perc","93.7272727272727","98.3636363636364","17.9063110573851","5.44859126504845","3.28641114488624","1.71651297924831","0.695716708618144","0.695716708618144","1","BO","0.417124039517014","0.53238199780461"
"Neutrophil_perc","98.3636363636364","103","18.1725496413733","4.5758032959678","3.97144467669469","1.98966390630311","0.748202459959163","0.748202459959163","1","BO","0.357848518111965","0.510460386130303"
"Neutrophil_perc","103","107.636363636364","18.3971112290415","3.7700410905984","4.87981716563237","2.28682709467814","0.795074289454365","0.795074289454365","1","BO","0.293084522502744","0.510460386130303"
"Neutrophil_perc","107.636363636364","112.272727272727","18.6237015111821","3.00580312625226","6.1959152775261","2.63131741696018","0.838603345073614","0.838603345073614","1","BO","0.233809001097695","0.510460386130303"
"Neutrophil_perc","112.272727272727","116.909090909091","18.8960261785878","2.27875345870389","8.29226439850822","3.05176611745256","0.879405678359713","0.879405678359713","1","BO","0.163556531284303","0.510460386130303"
"Neutrophil_perc","116.909090909091","121.545454545455","19.2574945107227","1.6664491398003","11.5560049513605","3.53057082204909","0.913464903813297","0.913464903813297","1","BO","0.108671789242591","0.510460386130303"
"Neutrophil_perc","121.545454545455","126.181818181818","19.720539944585","1.23937659422305","15.9116607788996","3.99201251964727","0.937153009111022","0.937153009111022","1","BO","0.0691547749725576","0.479143798024149"
"Neutrophil_perc","126.181818181818","130.818181818182","20.2598425799869","0.992919583545744","20.4043136178647","4.35080227538007","0.950990755252631","0.950990755252631","1","BO","0.0417124039517014","0.479143798024149"
"Neutrophil_perc","130.818181818182","135.454545454545","20.8564943804296","0.91515725100938","22.7900662508282","4.51033321341784","0.956121233304284","0.956121233304284","1","BO","0.0307354555433589","0.479143798024149"
