,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
0,,,,,,,,
1,,,,,,,,
2,Bacteria,,,,,,,
41,Bacteria,,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Stigmatella,Stigmatella_aurantiaca
286,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
287,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_aeruginosa
292,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia
294,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_fluorescens
300,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_mendocina
303,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_putida
305,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_solanacearum
329,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_pickettii
337,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_glumae
380,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium_fredii
384,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium_leguminosarum
450,Bacteria,,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_longbeachae
487,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_meningitidis
517,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,
521,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella_avium
536,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium_violaceum
545,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,Citrobacter_koseri
548,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,[Enterobacter]_aerogenes
554,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium,Pectobacterium_carotovorum
562,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia_coli
614,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia_liquefaciens
615,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia_marcescens
630,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia_enterocolitica
670,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio_parahaemolyticus
672,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio_vulnificus
907,Bacteria,,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera_elsdenii
926,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas_intermedia
964,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum_seropedicae
1049,Bacteria,,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,Allochromatium_vinosum
1076,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas_palustris
1096,Bacteria,,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium_phaeobacteroides
1224,Bacteria,,Proteobacteria,,,,,
1236,Bacteria,,Proteobacteria,Gammaproteobacteria,,,,
1307,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_suis
1313,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_pneumoniae
1314,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_pyogenes
1351,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecalis
1352,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecium
1747,Bacteria,,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium_acnes
1760,Bacteria,,Actinobacteria,Actinobacteria,,,,
1772,Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium_smegmatis
1773,Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium_tuberculosis
1804,Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium_gilvum
1912,Bacteria,,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces_hygroscopicus
2057,Bacteria,,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,Sphaerobacter_thermophilus
2097,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma_genitalium
2099,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma_hyopneumoniae
2208,Archaea,,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina_barkeri
2371,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella_fastidiosa
2746,Bacteria,,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas_elongata
2751,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium_maltaromaticum
4097,Eukaryota,Viridiplantae,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana_tabacum
4565,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Triticum,Triticum_aestivum
7962,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus_carpio
9593,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla_gorilla
9597,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Pan,Pan_paniscus
9598,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Pan,Pan_troglodytes
9601,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Pongo,Pongo_abelii
9606,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo_sapiens
9823,Eukaryota,Metazoa,Chordata,Mammalia,,Suidae,Sus,Sus_scrofa
10239,Viruses,,,,,,,
10279,Viruses,,,,,Poxviridae,Molluscipoxvirus,Molluscum_contagiosum_virus
10401,Viruses,,,,Herpesvirales,Alloherpesviridae,Ictalurivirus,Ictalurid_herpesvirus_1
10870,Viruses,,,,,Inoviridae,Inovirus,Enterobacteria_phage_M13
12315,Viruses,,,,,Bromoviridae,Cucumovirus,Tomato_aspermy_virus
13373,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_mallei
28068,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rubrivivax,Rubrivivax_gelatinosus
28095,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_gladioli
28141,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Cronobacter_sakazakii
28216,Bacteria,,Proteobacteria,Betaproteobacteria,,,,
28450,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_pseudomallei
28901,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella_enterica
31958,Bacteria,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis_orientalis
32008,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,
32630,,,,,,,,synthetic_construct
34018,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum_centenum
34073,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax_paradoxus
34085,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Riemerella,Riemerella_anatipestifer
36814,Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium_rhodesiae
36873,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_xenovorans
39640,Viruses,,,,,Polydnaviridae,Bracovirus,Cotesia_congregata_bracovirus
39669,Archaea,,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosalsum,Methanosalsum_zhilinae
41295,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
43228,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia_epimyces
45361,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma_conjunctivae
45617,Viruses,,,,,Retroviridae,,Human_endogenous_retrovirus_K
46234,Bacteria,,Cyanobacteria,,Nostocales,Nostocaceae,Anabaena,Anabaena_sp._90
48736,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,
51677,Viruses,,,,,Baculoviridae,Betabaculovirus,Xestia_c-nigrum_granulovirus
53346,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_mundtii
54291,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,Raoultella_ornithinolytica
57282,Viruses,,,,,Retroviridae,,Human_endogenous_retrovirus_H
57975,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_thailandensis
60552,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_vietnamiensis
60711,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus_sabaeus
60890,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter_gallaeciensis
63612,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Sodalis,Sodalis_glossinidius
63745,Bacteria,,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Sideroxydans,Sideroxydans_lithotrophicus
67854,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus_succinogenes
68887,Viruses,,,,,Anelloviridae,,Torque_teno_virus
70823,Viruses,,,,Tymovirales,Tymoviridae,Tymovirus,Dulcamara_mottle_virus
72000,Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria_rhizophila
80840,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,,,
80864,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
80867,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax_avenae
80869,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax_citrulli
81475,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria,Frateuria_aurantia
84159,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum_magneticum
85698,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_xylosoxidans
87883,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_multivorans
94624,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella_petrii
95486,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cenocepacia
96345,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_psychrophilum
106370,Bacteria,,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia_sp._CcI3
106590,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus_necator
110457,Viruses,,,,Caudovirales,Podoviridae,T7likevirus,Yersinia_phage_phiYeO3-12
117207,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis_alaskensis
119060,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,
119219,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus_metallidurans
135614,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,,,
146939,Bacteria,,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira_oryzae
147709,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium_inhibens
148447,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_phymatum
150286,Viruses,,,,Herpesvirales,Alloherpesviridae,Cyprinivirus,Anguillid_herpesvirus_1
152480,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ambifaria
158080,Bacteria,,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,Chromohalobacter_salexigens
159150,Viruses,,,,,Bunyaviridae,Orthobunyavirus,Shamonda_virus
164546,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus_taiwanensis
168471,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Laribacter,Laribacter_hongkongensis
182210,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio_aespoeensis
204038,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya,Dickeya_dadantii
206351,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,,,
216465,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas_naphthalenivorans
234831,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas_sp._SM9913
248026,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus_pinatubonensis
249402,Bacteria,,Bacteroidetes,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus_Cardinium,Cardinium_endosymbiont_of_Encarsia_pergandiella
251701,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_syringae_group_genomosp._3
252970,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_phenoliruptrix
259537,Bacteria,,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,Dechloromonas_aromatica
261302,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_phytofirmans
261726,Viruses,,,,Caudovirales,Myoviridae,Hapunalikevirus,Vibrio_phage_VP882
265522,Viruses,,,,,Polydnaviridae,Ichnovirus,Hyposoter_fugitivus_ichnovirus
288000,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium_sp._BTAi1
314275,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas_mediterranea
328615,Viruses,,,,,Ascoviridae,Ascovirus,Trichoplusia_ni_ascovirus_2c
364317,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,Verminephrobacter_eiseniae
374840,Viruses,,,,,Microviridae,Microvirus,Enterobacteria_phage_phiX174_sensu_lato
377615,Bacteria,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus,Thermobacillus_composti
404011,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella_piezotolerans
412963,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_rhizoxinica
416344,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_sp._KJ006
419435,Viruses,,,,,Polydnaviridae,Ichnovirus,Glypta_fumiferanae_ichnovirus
424182,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium_sp._IRBG74
482957,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_lata
529929,Viruses,,,,Caudovirales,Podoviridae,T7likevirus,Salmonella_phage_phiSG-JL2
532078,Viruses,,,,Caudovirales,Podoviridae,T7likevirus,Yersinia_phage_Yepe2
536018,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium_australicum
547188,Bacteria,,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Phycisphaera_mikurensis
640510,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_sp._CCGE1001
640511,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_sp._CCGE1002
640512,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_sp._CCGE1003
666685,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter_denitrificans
672173,,,,,,,,AAVS1_targeting_vector_pA1.GFP.A2
693444,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,Enterobacteriaceae_bacterium_strain_FGI_57
751903,,,,,,,,Human_artificial_chromosome_vector_21HAC4
758793,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_sp._RPE64
758796,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_sp._RPE67
764562,Viruses,,,,Caudovirales,Siphoviridae,,Brochothrix_phage_BL3
1033854,Bacteria,,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio_sulfidiphilus
1097668,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_sp._YI23
1147144,Viruses,,,,Caudovirales,Siphoviridae,Lambdalikevirus,Enterobacteria_phage_HK225
1289597,Viruses,,,,Caudovirales,Podoviridae,,Streptococcus_phage_phi5218
1349410,Viruses,,,,,,,Pandoravirus_salinus
1351735,Viruses,,,,Caudovirales,Siphoviridae,Sap6likevirus,Enterococcus_phage_IMEEF1
1393643,Bacteria,,,,,,,uncultured_bacterium_Contigcl_10-cl
1415630,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_sp._TKP
1436290,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Candidatus_Symbiobacter,Candidatus_Symbiobacter_mobilis
1468411,Viruses,,,,Caudovirales,Siphoviridae,,Enterobacteria_phage_9g
1536611,Viruses,,,,Caudovirales,Podoviridae,T7likevirus,Yersinia_phage_vB_YenP_AP5
1822464,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
285,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas_testosteroni
584,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,Proteus_mirabilis
727,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_influenzae
1280,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_aureus
1428,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis
2066,Bacteria,,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,Kitasatospora_setae
2100,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma_hyorhinis
2188,Archaea,,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus_voltae
5482,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_tropicalis
9534,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus_aethiops
9544,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca_mulatta
9555,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Papio_anubis
9986,Eukaryota,Metazoa,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus_cuniculus
28251,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ornithobacterium,Ornithobacterium_rhinotracheale
29546,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,Lawsonia_intracellularis
37734,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_casseliflavus
44001,Bacteria,,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales_Family_III._Incertae_Sedis,Caldicellulosiruptor,Caldicellulosiruptor_saccharolyticus
47770,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_crispatus
48296,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_pittii
61853,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hylobatidae,Nomascus,Nomascus_leucogenys
68202,Bacteria,,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces_fulvissimus
75985,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia_haemolytica
88058,Bacteria,,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_primitia
94254,Bacteria,,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,Dyadobacter_fermentans
106649,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_guillouiae
180230,Viruses,,,,Herpesvirales,Alloherpesviridae,Cyprinivirus,Cyprinid_herpesvirus_3
187303,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,Methylocystis_sp._SC2
232259,Bacteria,,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella,Belliella_baltica
273376,Bacteria,,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,Sphaerochaeta_coccoides
440266,Viruses,,,,,Polyomaviridae,Polyomavirus,WU_Polyomavirus
748247,Bacteria,,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,Azoarcus_sp._KH32C
1173032,Bacteria,,Cyanobacteria,,Chroococcales,,Chamaesiphon,Chamaesiphon_minutus
1349409,Viruses,,,,,,,Pandoravirus_dulcis
316,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_stutzeri
338,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,
543,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
564,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia_fergusonii
628,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus,Xenorhabdus_nematophila
879,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio_gigas
1053,Bacteria,,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,Halorhodospira_halophila
1239,Bacteria,,Firmicutes,,,,,
1336,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equi
2187,Archaea,,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus_vannielii
10398,Viruses,,,,Herpesvirales,Herpesviridae,Macavirus,Ovine_herpesvirus_2
10482,Viruses,,,,,Polydnaviridae,,
28903,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma_bovis
53399,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium_denitrificans
54289,Viruses,,,,,Partitiviridae,Alphapartitivirus,Vicia_cryptic_virus
76773,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_globosa
93220,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea_pnomenusa
